Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2008-07-02,6.006429195404053,48.84000015258789,39.619998931884766,63.900001525878906,70.41999816894531,17.475000381469727,22.84000015258789,97.41999816894531,30.709999084472656,,178.7899932861328,22.520000457763672,47.30619430541992,113.86233520507812,20.93000030517578,64.63999938964844,34.599998474121094,25.684999465942383,57.43000030517578,68.4800033569336,36.29771041870117,25.8799991607666,14.522500038146973,62.689998626708984,44.08000183105469,25.1200008392334,19.854999542236328,33.41698455810547,31.389999389648438,56.5
2008-07-03,6.075714111328125,50.84000015258789,40.2400016784668,64.47000122070312,70.30999755859375,16.88249969482422,23.1200008392334,98.62999725341797,30.899999618530273,,178.88999938964844,22.540000915527344,47.964019775390625,114.2829818725586,20.65999984741211,65.12000274658203,35.310001373291016,25.739999771118164,57.189998626708984,69.45999908447266,36.68893051147461,25.979999542236328,14.630000114440918,63.66999816894531,44.34000015258789,22.959999084472656,19.517499923706055,33.52953338623047,31.450000762939453,56.599998474121094
2008-07-07,6.255713939666748,50.27000045776367,39.59000015258789,64.29000091552734,70.80999755859375,16.78499984741211,22.56999969482422,96.81999969482422,30.079999923706055,,169.82000732421875,22.31999969482422,48.221431732177734,116.15679168701172,20.709999084472656,65.25,34.040000915527344,25.645000457763672,57.36000061035156,69.8499984741211,34.92366409301758,26.030000686645508,14.114999771118164,62.90999984741211,43.279998779296875,23.309999465942383,18.905000686645508,33.229408264160156,31.700000762939453,56.90999984741211
2008-07-08,6.412499904632568,50.380001068115234,41.54999923706055,65.91999816894531,69.51000213623047,16.704999923706055,22.8799991607666,95.79000091552734,29.950000762939453,,174.89999389648438,23.040000915527344,49.06992721557617,118.43212127685547,20.920000076293945,66.20999908447266,35.77000045776367,25.735000610351562,58.52000045776367,71.02999877929688,35.27671813964844,25.850000381469727,14.579999923706055,63.65999984741211,44.61000061035156,23.280000686645508,19.764999389648438,33.163753509521484,31.889999389648438,59.11000061035156
2008-07-09,6.223214149475098,50.849998474121094,39.0099983215332,65.58999633789062,68.43000030517578,16.30500030517578,21.579999923706055,93.91000366210938,29.540000915527344,,169.02000427246094,22.3700008392334,47.601741790771484,115.10516357421875,19.809999465942383,66.18000030517578,34.279998779296875,25.44499969482422,59.25,68.63999938964844,35.36259460449219,25.229999542236328,14.237500190734863,63.79999923706055,43.5,22.93000030517578,18.967500686645508,32.507232666015625,32.09000015258789,57.66999816894531
2008-07-10,6.30821418762207,51.689998626708984,39.040000915527344,65.98999786376953,68.41999816894531,16.225000381469727,22.1299991607666,96.25,29.600000381469727,,170.16000366210938,21.8700008392334,48.86018753051758,117.76290893554688,20.6200008392334,66.94000244140625,34.5099983215332,25.020000457763672,58.439998626708984,68.91999816894531,35.30534362792969,25.450000762939453,13.917499542236328,64.22000122070312,43.79999923706055,22.579999923706055,19.3125,32.73232650756836,33.290000915527344,57.209999084472656
2008-07-11,6.163570880889893,51.02000045776367,39.209999084472656,63.279998779296875,69.80999755859375,15.819999694824219,21.81999969482422,92.25,29.200000762939453,,162.47999572753906,21.579999923706055,47.010650634765625,116.74951934814453,20.639999389648438,66.26000213623047,33.15999984741211,25.135000228881836,57.31999969482422,68.72000122070312,35.066795349121094,25.25,14.0649995803833,63.45000076293945,44.119998931884766,22.15999984741211,18.637500762939453,32.75108337402344,32.720001220703125,56.290000915527344
2008-07-14,6.210000038146973,50.9900016784668,37.5099983215332,63.189998626708984,69.66999816894531,15.592499732971191,21.299999237060547,92.80000305175781,29.100000381469727,,158.6699981689453,21.530000686645508,47.172725677490234,116.19503021240234,20.469999313354492,66.41000366210938,31.690000534057617,25.479999542236328,58.09000015258789,69.0199966430664,35.181297302246094,25.149999618530273,13.952500343322754,63.93000030517578,42.47999954223633,22.18000030517578,18.145000457763672,32.71356964111328,32.5,56.310001373291016
2008-07-15,6.058570861816406,52.65999984741211,37.02000045776367,63.880001068115234,67.04000091552734,15.84749984741211,21.040000915527344,89.41999816894531,29.43000030517578,,157.8000030517578,21.459999084472656,45.60919952392578,117.78202819824219,20.709999084472656,67.69999694824219,31.020000457763672,25.895000457763672,58.560001373291016,67.69000244140625,34.904579162597656,26.149999618530273,14.40999984741211,64.3499984741211,41.4900016784668,22.329999923706055,17.104999542236328,32.86363220214844,32.33000183105469,56.2400016784668
2008-07-16,6.171785831451416,52.43000030517578,39.66999816894531,65.58000183105469,70.52999877929688,16.75,21.100000381469727,86.38999938964844,30.43000030517578,,172.86000061035156,22.68000030517578,47.09645462036133,120.40152740478516,20.90999984741211,68.19000244140625,35.939998626708984,26.170000076293945,60.15999984741211,68.63999938964844,34.95228958129883,27.260000228881836,14.539999961853027,63.88999938964844,43.70000076293945,22.530000686645508,18.0575008392334,33.18251419067383,33.5099983215332,56.959999084472656
2008-07-17,6.13607120513916,53.189998626708984,41.790000915527344,66.91999816894531,71.83000183105469,17.405000686645508,21.520000457763672,85.66999816894531,31.200000762939453,,181.24000549316406,23.3799991607666,48.488372802734375,120.95602416992188,21.989999771118164,67.83000183105469,40.79999923706055,25.170000076293945,60.369998931884766,69.44999694824219,35.26717758178711,27.520000457763672,14.640000343322754,63.88999938964844,43.2400016784668,23.579999923706055,18.764999389648438,33.229408264160156,34.310001373291016,57.68000030517578
2008-07-18,5.898213863372803,52.560001373291016,42.189998626708984,68.13999938964844,70.88999938964844,17.684999465942383,21.65999984741211,86.05000305175781,30.899999618530273,,182.83999633789062,23.440000534057617,48.297698974609375,124.17781829833984,22.09000015258789,67.81999969482422,40.02000045776367,25.014999389648438,60.439998626708984,68.94000244140625,35.95419692993164,25.860000610351562,14.550000190734863,63.66999816894531,43.95000076293945,23.899999618530273,18.350000381469727,33.248165130615234,34.18000030517578,57.91999816894531
2008-07-21,5.938929080963135,53.15999984741211,40.900001525878906,68.23999786376953,73.2300033569336,17.344999313354492,21.84000015258789,86.91000366210938,30.489999771118164,,180.77999877929688,23.1200008392334,47.51593780517578,123.00191497802734,22.09000015258789,67.11000061035156,38.650001525878906,24.799999237060547,59.75,68.7300033569336,33.711830139160156,25.639999389648438,14.3774995803833,63.63999938964844,43.08000183105469,23.829999923706055,17.975000381469727,32.966796875,33.84000015258789,57.310001373291016
2008-07-22,5.786428928375244,54.599998474121094,37.9900016784668,69.26000213623047,74.9800033569336,16.420000076293945,21.899999618530273,85.62999725341797,30.40999984741211,,188.0399932861328,23.950000762939453,49.88029479980469,124.2829818725586,22.09000015258789,67.98999786376953,40.86000061035156,25.674999237060547,60.119998931884766,70.30000305175781,29.895038604736328,25.799999237060547,14.667499542236328,64.0999984741211,44.65999984741211,26.209999084472656,18.512500762939453,32.5259895324707,34.38999938964844,59.060001373291016
2008-07-23,5.937857151031494,53.91999816894531,39.34000015258789,66.72000122070312,72.41999816894531,16.147499084472656,22.170000076293945,82.6500015258789,31.149999618530273,,187.8699951171875,25.030000686645508,50.271175384521484,123.82408905029297,22.299999237060547,68.2699966430664,41.959999084472656,26.25,59.65999984741211,70.80000305175781,30.314884185791016,26.43000030517578,14.800000190734863,64.69999694824219,45.599998474121094,27.760000228881836,18.3125,33.61394119262695,34.68000030517578,58.09000015258789
